ID_Cliente,Churn,Genero,Idoso,Partner,Dependents,Meses_de_Contrato,PhoneService,MultipleLines,Servico_Internet,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Tipo_Contrato,PaperlessBilling,Metodo_Pagamento,Cobranca_Mensal,Cobranca_Total,Contas_Diarias
5583-EJXRD,0,Male,0,1,1,44,0,No phone service,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),54.05,2375.2,1.7756241787122207
5583-SXDAG,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70.0,2.299605781865966
5585-WEFDD,0,Female,0,1,1,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,76.35,0.6685282522996058
5590-BYNII,1,Male,0,0,0,22,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,100.75,2095.0,3.309789750328515
5590-YRFJT,1,Female,0,1,0,20,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.45,482.8,0.8032194480946123
5590-ZSKRV,0,Female,0,1,1,8,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,54.65,482.25,1.795335085413929
5593-SUAOO,0,Female,0,1,1,24,1,1,Fiber optic,0,1,1,0,0,0,One year,0,Bank transfer (automatic),83.15,2033.05,2.7316031537450725
5597-GLBUC,1,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,85.45,85.45,2.807161629434954
5598-IKHQQ,0,Female,0,0,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.45,1866.45,0.8360709592641261
5599-HVLTW,0,Female,1,0,0,14,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),80.35,1058.1,2.6396189224704334
5600-KTXFM,0,Male,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,69.95,143.9,2.29796320630749
5600-PDUJF,0,Male,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),49.5,312.7,1.626149802890933
5602-BVFMK,0,Female,0,0,0,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,228.75,0.6340341655716163
5605-IYGFG,0,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.85,515.45,2.2946780551905386
5605-XNWEN,0,Male,1,1,0,72,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,1802.55,0.8212877792378449
5606-AMZBO,0,Female,0,1,0,10,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),78.15,765.15,2.5673455978975035
5609-CEBID,1,Female,1,0,0,20,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.1,1782.4,3.0913272010512483
5609-IMCGG,0,Female,0,0,0,15,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Credit card (automatic),84.35,1302.65,2.7710249671484886
5614-DNZCE,0,Female,0,0,0,58,1,0,DSL,1,1,1,1,0,0,Two year,1,Credit card (automatic),64.9,3795.45,2.1320630749014455
5616-PRTNT,1,Male,0,0,1,20,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,374.5,0.6373193166885676
5619-PTMIK,0,Female,0,1,0,46,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,53.1,2459.8,1.7444152431011826
5619-XZZKR,0,Male,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.95,68.2,0.6553876478318003
5622-UEJFI,0,Female,0,1,1,35,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.4,949.8,0.8344283837056504
5624-BQSSA,1,Female,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.95,20.95,0.688239159001314
5624-RYAMH,0,Female,0,0,0,9,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.5,178.85,0.640604467805519
5626-MGTUK,0,Female,0,0,0,20,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.1,1879.25,2.927069645203679
5627-TVBPP,0,Female,0,0,1,35,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.1,644.5,0.6603153745072273
5628-FCGYG,0,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,1737.45,2.76281208935611
5628-RKIFK,0,Female,1,0,0,49,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),101.55,5070.4,3.336070959264126
5630-AHZIL,0,Female,0,0,1,3,1,0,DSL,1,0,0,1,0,1,Month-to-month,1,Bank transfer (automatic),64.5,177.4,2.11892247043364
5630-IXDXV,0,Female,0,0,0,47,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.35,4849.1,3.493758212877792
5639-NTUPK,0,Male,0,0,1,13,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),52.1,670.65,1.7115637319316688
5640-CAXOA,0,Female,0,0,0,30,0,No phone service,DSL,0,0,0,1,0,1,One year,1,Credit card (automatic),40.35,1187.05,1.3255584756898817
5641-DMBFJ,0,Female,0,1,0,58,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.3,4916.4,2.769382391590013
5642-MHDQT,0,Female,0,1,1,53,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45,0.6521024967148489
5644-PDMZC,1,Female,1,0,0,2,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,89.5,161.5,2.940210249671485
5647-FXOTP,0,Female,1,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.9,6401.25,3.478975032851511
5647-URDKA,0,Male,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,130.25,0.6471747700394218
5649-ANRML,1,Male,1,0,0,2,1,0,Fiber optic,0,1,1,1,0,1,Month-to-month,1,Credit card (automatic),95.1,180.25,3.124178712220762
5649-RXQTV,0,Male,0,0,0,51,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,99.0,5038.15,3.252299605781866
5649-TJHOV,1,Male,1,1,0,27,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),36.5,1032.0,1.1990801576872536
5649-VUKMC,1,Female,0,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,One year,0,Mailed check,95.5,1115.15,3.1373193166885676
5650-VDUDS,1,Female,0,0,0,4,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.25,96.05,0.7966491458607096
5650-YLIBA,0,Male,0,0,0,31,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.15,2640.55,2.665900131406045
5651-CPDND,0,Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,492.1,1.5111695137976346
5651-CRHKQ,0,Female,0,1,0,41,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),86.2,3339.05,2.8318002628120893
5651-WYIPH,0,Female,1,0,0,18,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.85,865.75,1.6376478318002627
5651-YLPRD,0,Female,0,1,1,32,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,86.1,2723.75,2.8285151116951375
5652-MSDEY,0,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.75,777.3,2.48850197109067
5653-ITXJK,0,Female,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.6162943495400788
5655-JSMZM,1,Male,1,0,0,49,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.2,4718.25,3.160315374507227
5656-JAMLX,0,Male,0,0,0,62,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65,0.6521024967148489
5656-MJEFC,0,Male,0,1,1,42,0,No phone service,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),48.15,2032.3,1.5818002628120893
5663-QBGIS,0,Male,1,1,0,72,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),98.35,6929.4,3.2309461235216816
5666-CYCYZ,0,Female,0,0,0,24,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,89.55,2259.35,2.9418528252299603
5666-MBJPT,0,Male,0,0,0,65,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.1,1725.0,0.8245729303547963
5668-MEISB,0,Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,0,Two year,0,Credit card (automatic),106.1,7657.4,3.4855453350854138
5669-SRAIP,1,Female,0,0,0,5,0,No phone service,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,39.5,210.75,1.297634691195795
5671-RQRLP,0,Female,1,1,0,70,1,1,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),75.65,5411.4,2.485216819973719
5671-UUNXD,0,Female,1,1,0,50,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.65,5189.75,3.306504599211564
5673-FSSMF,1,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,60.15,60.15,1.9760183968462548
5673-TIYIB,1,Male,0,0,0,2,0,No phone service,DSL,0,1,1,1,0,0,Month-to-month,1,Credit card (automatic),40.4,77.15,1.3272010512483574
5676-CFLYY,0,Male,0,1,1,71,1,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),73.35,5154.5,2.409658344283837
5678-VFNEQ,0,Female,0,1,0,71,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Credit card (automatic),104.1,7412.25,3.419842312746386
5680-LQOGP,0,Female,0,0,0,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),82.45,5646.6,2.708607095926413
5681-LLOEI,0,Male,0,1,1,43,1,1,Fiber optic,1,0,1,1,0,0,One year,1,Credit card (automatic),91.25,4013.8,2.9977003942181337
5684-FJVYR,0,Female,0,1,1,72,1,1,Fiber optic,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),90.35,6563.4,2.9681340341655713
5685-IIXLY,1,Female,0,1,1,5,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,83.6,404.2,2.746386333771353
5686-CMAWK,0,Male,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,86.75,1410.25,2.8498685939553217
5687-DKDTV,1,Female,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,77.5,0.6685282522996058
5688-KZTSN,1,Male,0,1,1,15,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05,0.657030223390276
5692-FPTAH,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1.4914586070959264
5692-ICXLW,0,Male,1,0,0,31,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,90.7,2845.15,2.9796320630749014
5693-PIPCS,0,Male,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),99.65,4220.35,3.27365308804205
5696-CEIQJ,0,Male,0,1,1,67,1,0,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),103.15,6895.5,3.3886333771353483
5696-EXCYS,0,Male,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,369.05,0.6389618922470434
5696-JVVQY,0,Female,0,1,1,48,1,0,DSL,1,1,1,0,0,1,Two year,1,Credit card (automatic),70.1,3238.4,2.302890932982917
5696-QURRL,1,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.05,45.05,1.4799605781865963
5697-GOMBF,0,Female,1,1,1,28,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,1.1793692509855453
5698-BQJOH,1,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.4,857.25,3.1011826544021024
5699-BNCAS,0,Male,1,0,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.65,1766.75,0.8097897503285151
5701-GUXDC,0,Female,0,1,0,26,0,No phone service,DSL,1,0,1,0,0,0,One year,0,Credit card (automatic),35.4,978.6,1.1629434954007885
5701-SVCWR,0,Female,0,0,1,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,24.0,0.7884362680683311
5701-YVSVF,0,Female,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,2.723390275952694
5701-ZIKJE,0,Male,0,0,0,13,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.55,610.75,1.6606438896189224
5702-KVQRD,0,Male,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,1,Electronic check,82.55,5832.65,2.7118922470433637
5702-SKUOB,0,Female,0,1,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.6,93.45,0.6438896189224704
5707-ORNDZ,1,Male,1,0,0,9,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.55,494.05,1.7920499342969776
5707-ZMDJP,0,Male,0,1,1,53,1,0,DSL,1,1,0,1,1,0,Two year,1,Mailed check,69.7,3729.6,2.2897503285151117
5708-EVONK,1,Female,0,1,1,58,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),93.4,5435.6,3.0683311432325886
5709-LVOEQ,0,Female,0,1,1,0,1,0,DSL,1,1,1,0,1,1,Two year,0,Mailed check,80.85,0.0,2.6560446780551903
5712-AHQNN,0,Female,0,0,0,43,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,91.65,3954.1,3.0108409986859397
5712-PTIWW,1,Male,0,0,0,2,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,79.85,152.45,2.6231931668856765
5712-VBOXD,0,Female,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.15,68.45,0.6619579500657029
5716-EZXZN,0,Female,0,1,1,65,1,1,Fiber optic,1,1,0,1,1,0,Two year,1,Credit card (automatic),99.05,6416.7,3.2539421813403413
5716-LIBJC,0,Female,0,0,1,13,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),104.15,1299.1,3.421484888304862
5724-BIDBU,0,Male,0,1,0,49,1,1,DSL,1,0,0,0,0,0,One year,1,Electronic check,55.35,2633.95,1.8183311432325886
5726-CVNYA,0,Female,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,146.6,0.6521024967148489
5727-MYATE,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.8,6397.6,2.9829172141918527
5729-KLZAR,1,Female,0,1,1,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.85,302.75,2.6560446780551903
5730-DBDSI,0,Male,0,0,0,66,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1253.8,0.6471747700394218
5730-RIITO,0,Female,1,0,0,43,0,No phone service,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),33.45,1500.25,1.0988830486202366
5732-IKGQH,0,Male,1,1,0,52,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),104.45,5481.25,3.431340341655716
5734-EJKXG,0,Female,0,0,0,61,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,118.6,7365.7,3.896189224704336
5736-YEJAX,0,Male,0,0,1,69,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.45,5502.55,2.6100525624178714
5740-YHGTW,0,Male,0,1,1,70,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Credit card (automatic),97.55,6669.05,3.2046649145860706
5743-KHMNA,0,Male,0,0,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.55,1898.1,0.8393561103810775
5747-PMBSQ,1,Male,1,1,0,10,1,0,Fiber optic,0,1,1,1,1,0,Month-to-month,1,Mailed check,92.5,934.1,3.038764783180026
5748-RNCJT,1,Male,0,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),106.5,7348.8,3.4986859395532193
5751-USDBL,0,Male,0,1,1,46,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,81.0,3846.35,2.6609724047306176
5753-QQWPW,0,Female,0,0,0,28,1,0,DSL,1,1,0,1,0,0,One year,1,Electronic check,59.9,1654.7,1.9678055190538764
5756-JYOJT,0,Female,0,0,0,11,1,0,DSL,0,0,1,1,0,1,One year,0,Credit card (automatic),64.9,697.25,2.1320630749014455
5756-OZRIO,0,Male,1,1,0,61,1,1,DSL,0,1,0,0,0,1,One year,0,Bank transfer (automatic),64.05,3902.6,2.1041392904073586
5759-RCVCB,1,Female,0,0,0,3,0,No phone service,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,1.1563731931668857
5760-FXFVO,0,Male,0,0,0,6,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,78.95,494.95,2.5936268068331145
5760-IFJOZ,0,Male,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,107.95,313.6,3.5463206307490145
5760-WRAHC,0,Female,1,0,0,22,1,0,DSL,1,0,1,1,0,1,Month-to-month,1,Mailed check,69.75,1545.4,2.291392904073587
5761-BYYZA,0,Female,0,1,1,38,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.6,763.1,0.6438896189224704
5762-TJXGK,0,Female,0,0,0,52,0,No phone service,DSL,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),58.75,3038.55,1.9300262812089355
5766-FTRTS,0,Male,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.45,6033.1,2.7743101182654404
5766-RLNAM,0,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.55,8425.3,3.795992115637319
5766-XQXMQ,1,Female,0,0,0,29,1,0,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,2.261826544021025
5766-ZJYBB,1,Male,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,19.4,0.6373193166885676
5774-QPLTF,0,Male,0,1,1,50,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,938.95,0.6685282522996058
5774-XZTQC,0,Female,0,1,1,7,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,150.75,0.6718134034165572
5777-KJIRB,0,Female,0,0,0,40,1,0,DSL,0,0,1,0,0,0,One year,1,Mailed check,50.25,2023.55,1.6507884362680683
5777-ZPQNC,0,Female,0,0,0,12,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.15,260.7,0.6619579500657029
5778-BVOFB,0,Female,0,0,0,9,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Bank transfer (automatic),59.5,530.05,1.9546649145860708
5780-INQIK,0,Female,0,0,0,8,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,49.4,408.25,1.6228646517739815
5781-BKHOP,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,0,Two year,0,Bank transfer (automatic),100.65,7334.05,3.306504599211564
5781-RFZRP,0,Male,0,1,0,71,1,1,DSL,1,1,0,1,1,0,Two year,0,Credit card (automatic),73.5,5357.75,2.414586070959264
5787-KXGIY,0,Male,0,1,0,72,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.3,1304.8,0.6340341655716163
5788-YPOEG,0,Female,0,1,1,34,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.75,2839.45,2.784165571616294
5789-LDFXO,0,Male,0,0,0,24,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.6,592.65,0.8081471747700394
5791-KAJFD,0,Female,0,1,1,56,1,1,DSL,1,0,1,0,0,1,One year,1,Bank transfer (automatic),68.75,3808.0,2.2585413929040734
5792-JALQC,0,Female,1,0,0,52,1,1,DSL,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),59.85,3103.25,1.9661629434954007
5793-YOLJN,0,Female,0,1,1,55,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,1210.3,0.6898817345597897
5795-BKOYE,0,Female,0,1,1,69,1,0,DSL,0,1,1,1,0,0,One year,0,Bank transfer (automatic),59.1,4134.7,1.9415243101182653
5795-KTGUD,0,Female,0,1,0,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.8,7553.6,3.6399474375821286
5797-APWZC,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,90.6,90.6,2.9763469119579495
5799-JRCZO,0,Female,0,0,1,63,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1215.1,0.640604467805519
5802-ADBRC,0,Female,0,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Mailed check,104.4,5232.9,3.4296977660972403
5803-NQJZO,0,Male,0,1,0,72,1,1,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),67.8,4804.65,2.227332457293035
5804-HYIEZ,0,Male,0,1,1,70,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Electronic check,106.05,7554.05,3.483902759526938
5804-JMYIO,0,Female,0,1,1,39,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,757.95,0.6488173455978975
5804-LEPIM,1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139.05,2.3111038107752955
5808-TOTXO,0,Female,0,0,1,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.55,57.4,0.6750985545335085
5811-IWXYM,0,Female,0,1,1,52,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Bank transfer (automatic),101.25,5301.1,3.326215505913272
5813-UECBU,1,Male,1,0,0,33,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.85,2716.3,2.7545992115637317
5815-HGGHV,0,Male,0,1,0,20,1,0,DSL,1,0,0,1,0,1,One year,1,Mailed check,64.15,1274.45,2.1074244415243104
5816-JMLGY,0,Female,0,1,1,70,1,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),80.4,5717.85,2.6412614980289093
5816-QVHRX,0,Female,0,0,0,37,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Credit card (automatic),100.3,3541.4,3.2950065703022338
5816-SCGFC,0,Female,1,0,0,7,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.3,419.35,1.6852825229960577
5820-PTRYM,0,Female,1,1,0,56,1,1,DSL,1,1,1,1,0,0,One year,1,Credit card (automatic),68.45,4014.0,2.2486859395532193
5821-MMEIL,0,Female,0,1,0,57,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,1115.6,0.6537450722733245
5825-XJOCM,0,Male,0,0,1,48,1,1,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),64.4,3035.35,2.1156373193166886
5827-MWCZK,0,Male,0,1,1,56,1,1,Fiber optic,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),96.95,5432.2,3.184954007884363
5828-AVIPD,1,Male,0,1,1,19,1,1,Fiber optic,0,0,0,1,1,1,One year,1,Electronic check,100.95,1875.55,3.316360052562418
5828-DWPIL,0,Male,1,1,0,62,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,89.1,5618.3,2.927069645203679
5829-NVSQN,0,Female,0,1,0,23,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),68.75,1689.45,2.2585413929040734
5832-EXGTT,0,Male,0,1,1,29,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,60.2,1834.15,1.9776609724047307
5832-TRLPB,0,Male,0,0,0,29,1,0,DSL,0,0,1,1,1,1,One year,1,Bank transfer (automatic),75.35,2243.9,2.4753613666228644
5832-XKAES,1,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),69.8,134.7,2.2930354796320627
5834-ASPWA,1,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.45,75.45,2.478646517739816
5835-BEQEU,1,Male,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.95,228.4,2.5279237844940865
5837-LXSDN,0,Female,0,1,1,21,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.85,1215.45,1.9333114323258869
5839-SUYVZ,0,Male,0,0,0,16,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),74.55,1170.5,2.4490801576872534
5840-NVDCG,0,Female,0,1,1,16,1,0,DSL,1,1,0,1,0,1,Two year,0,Bank transfer (automatic),68.25,1114.85,2.2421156373193165
5842-POCOP,1,Female,0,1,0,5,1,0,Fiber optic,1,0,1,0,0,1,Month-to-month,1,Mailed check,88.9,454.15,2.9204993429697765
5843-TTHGI,0,Female,0,0,0,18,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.0,892.7,1.6425755584756898
5844-QVTAT,0,Female,0,1,1,33,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,58.45,1955.4,1.9201708278580816
5845-BZZIB,0,Male,0,1,1,35,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,655.3,0.6603153745072273
5846-ABOBJ,0,Male,0,1,0,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,1730.65,0.8032194480946123
5846-NEQVZ,0,Male,0,1,1,71,1,0,DSL,1,0,1,1,0,1,Two year,1,Credit card (automatic),70.85,4973.4,2.3275295663600524
